the_geom,OBJECTID,Meter ID,Parking Zone,Street,Block,Type,Side,Number of Spaces,Parkmobile ID,Latitude,Longitude,Updated in CNOGIS
POINT (-90.079398913324 29.934717009179),1104412,ST.CHA-2000-1812,9,St. Charles,2000,SSM,R,1,29364,29.9347116,-90.079393300000007,
POINT (-90.057805009284 29.964759516788),1103777,FRE-700-0619,6,Frenchmen,700,PS,D,9,29139,29.9647541,-90.057799399999993,
POINT (-90.067126611354 29.949387313174),1104115,NAT-400-1192,4,Natchez,400,SSM,U,1,29260,29.949381899999999,-90.067121,
POINT (-90.066083311031 29.946233712897),1103798,GIR-300-0659,8,Girod,300,SSM,U,1,29145,29.946228300000001,-90.066077699999994,
POINT (-90.071484312382 29.951247813786),1103508,CAR-300-0333,3,Carondelet,300,PS,L,6,2958,29.951242400000002,-90.0714787,
POINT (-90.068298212172 29.960815315278),1104103,N.RAM-700-1175,6,N. Rampart,700,SSM,L,1,29248,29.960809900000001,-90.068292600000007,
POINT (-90.072414512251 29.94782621307),1103515,CAR-600-0298,7,Carondelet,600,SSM,R,1,2961,29.947820799999999,-90.072408899999999,
POINT (-90.075052513107 29.955417514222),1104353,S.SAR-200-1547,5,S. Saratoga,200,SSM,L,1,29343,29.9554121,-90.075046900000004,
POINT (-90.082996615854 29.957441414297),1103451,BOL-400-0148,1,Boliver,400,PS,R,10,2926,29.957436000000001,-90.082991000000007,
POINT (-90.061760809763 29.957841315427),1103721,DEC-800-0512,6,Decatur,800,SSM,R,1,29113,29.957835899999999,-90.061755199999993,
POINT (-90.077405613138 29.929105408535),1103964,MAG-2200-0954,10,Magazine,2200,PS,R,10,29214,29.929099999999998,-90.077399999999997,
POINT (-90.076940113404 29.948681512546),1103790,GIR-1200-0699,7,Girod,1200,PS,D,8,29151,29.9486761,-90.076934499999993,
POINT (-90.078119614715 29.956989414838),1104313,S.ROB-200-1598,5,S. Robertson,200,PS,R,8,29335,29.956983999999999,-90.078113999999999,
POINT (-90.064316910898 29.956858515068),1103549,CHA-600-0394,6,Chartres,600,SSM,R,1,2972,29.9568531,-90.0643113,
POINT (-90.07774641392 29.95345391411),1103925,LAS-400-0882,2,LaSalle,400,PS,R,10,29193,29.9534485,-90.077740800000001,
POINT (-90.133260429332 29.944219909635),1104231,S.CAR-700-1408,10,S. Carrollton,700,PS,U,10,29307,29.944214500000001,-90.133254800000003,
POINT (-90.068488611325 29.951648413314),1103573,CMN-500-0421,4,Common,500,SSM,D,0,2987,29.951643000000001,-90.068483000000001,
POINT (-90.070679311486 29.945095912376),1103489,CAM-800-0175,7,Camp,800,PS,L,9,2939,29.945090499999999,-90.0706737,
POINT (-90.070669612319 29.944114412234),1104459,ST.JOS-500-1715,8,St. Joseph,500,PS,D,3,29371,29.944109000000001,-90.070663999999994,
POINT (-90.071073211804 29.951325613475),1104549,UNI-700-1845,3,Union,700,SSM,D,1,29402,29.951320200000001,-90.071067600000006,
POINT (-90.069967012104 29.943049311867),1104012,MAG-900-0956,8,Magazine,900,PS,R,8,29208,29.943043899999999,-90.069961399999997,
POINT (-90.074006212767 29.95047371297),1104208,POY-900-1349,3,Poydras,900,PS,D,5,29292,29.950468300000001,-90.074000600000005,
POINT (-90.073576212593 29.948280812339),1103417,BAR-600-0038,7,Baronne,600,PS,R,4,2914,29.9482754,-90.073570599999996,
POINT (-90.06585920998 29.941640811821),1104249,S.PET-1000-1441,8,S. Peters,1000,SSM,L,1,29321,29.941635399999999,-90.065853599999997,
POINT (-90.0658329106 29.946952812866),1104265,S.PET-600-1470,8,S. Peters,600,PS,R,6,29317,29.946947399999999,-90.065827299999995,
POINT (-90.074561613573 29.952167413795),1104296,S.RAM-300-1467,3,S. Rampart,300,SSM,L,1,29327,29.952162000000001,-90.074556000000001,
POINT (-90.076287613885 29.95631041445),1103922,LAS-200-0876,5,LaSalle,200,SSM,R,1,29191,29.956305,-90.076282000000006,
POINT (-90.067332210853 29.949449612785),1104118,NAT-400-1198,4,Natchez,400,SSM,U,1,29260,29.949444199999999,-90.067326600000001,
POINT (-90.068284111536 29.957881515367),1104482,ST.LOU-900-1761,6,St. Louis,900,SSM,D,1,29379,29.9578761,-90.068278500000005,
POINT (-90.065087610879 29.955740914562),1104475,ST.LOU-500-1755,6,St. Louis,500,SSM,D,1,29375,29.955735499999999,-90.065082000000004,
POINT (-90.080713613884 29.933900809577),1104420,ST.CHA-2200-1824,9,St. Charles,2200,SSM,R,1,29366,29.933895400000001,-90.080708000000001,
POINT (-90.066850011302 29.951915614034),1103619,CNL-400-0219,6,Canal,400,SSM,D,1,2943,29.9519102,-90.066844399999994,
POINT (-90.069012311765 29.945847912286),1104006,MAG-700-0938,8,Magazine,700,SSM,R,1,29206,29.945842500000001,-90.069006700000003,
POINT (-90.075629712965 29.938614610181),1104391,ST.CHA-1500-1764,9,St. Charles,1500,PS,R,9,29359,29.938609199999998,-90.075624099999999,
POINT (-90.072183612763 29.944060411641),1104437,ST.CHA-900-1698,7,St. Charles,900,PS,R,3,29354,29.944054999999999,-90.072177999999994,
POINT (-90.065711110725 29.95736001537),1104522,TOU-700-1988,6,Toulouse,700,SSM,U,1,29394,29.957354599999999,-90.065705500000007,
POINT (-90.074521012777 29.946531512449),1103910,JUL-900-0846,7,Julia,900,SSM,U,1,29186,29.9465261,-90.074515399999996,
POINT (-90.094884117484 29.925646107372),1104220,PRY-3700-1392,9,Prytania,3700,SSM,R,1,29301,29.925640699999999,-90.094878499999993,
POINT (-90.068524311449 29.957065915134),1103684,DAU-400-0473,6,Dauphine,400,SSM,L,1,29105,29.957060500000001,-90.068518699999998,
POINT (-90.074823513612 29.950949713363),1104302,S.RAM-400-1590,3,S. Rampart,400,PS,R,4,29328,29.9509443,-90.074817899999999,
POINT (-90.068162711074 29.948738113183),1103997,MAG-500-0934,8,Magazine,500,SSM,R,1,29204,29.948732700000001,-90.068157099999993,
POINT (-90.079078514454 29.953425213526),1104155,PER-1500-1318,2,Perdido,1500,PS,U,5,29277,29.953419799999999,-90.0790729,
POINT (-90.072443912619 29.955682014383),1103590,CNL-1000-0247,6,Canal,1000,SSM,D,1,2949,29.9556766,-90.072438300000002,
POINT (-90.091337016445 29.924410406783),1103554,CHE-3400-0353,9,Chestnut,3400,SSM,L,1,2975,29.924405,-90.091331400000001,
POINT (-90.064974310302 29.950618913315),1103613,CNL-300-0205,6,Canal,300,SSM,D,1,2942,29.950613499999999,-90.064968699999994,
POINT (-90.063890110889 29.953409914498),1104036,N.FRO-300-1095,6,N. Front,300,SSM,L,1,29234,29.953404500000001,-90.0638845,
POINT (-90.065627910912 29.942975711586),1104443,ST.JOS-200-1848,8,St. Joseph,200,SSM,U,1,29369,29.942970299999999,-90.065622300000001,
POINT (-90.070713812825 29.956134314295),1103466,BUR-200-0164,6,Burgundy,200,PS,R,9,2930,29.9561289,-90.070708199999999,
POINT (-90.077105614409 29.957005414834),1103567,CLE-1500-0430,5,Cleveland,1500,SSM,U,1,2983,29.957000000000001,-90.077100000000002,
POINT (-90.071545412335 29.951007513774),1103504,CAR-300-0299,3,Carondelet,300,SSM,L,1,2958,29.9510021,-90.071539799999996,
POINT (-90.082862515937 29.954377113477),1104344,S.ROM-600-1644,1,S. Roman,600,SSM,R,1,29339,29.954371699999999,-90.082856899999996,
POINT (-90.07627921245 29.929863608254),1103963,MAG-2100-0976,10,Magazine,2100,PS,R,7,29213,29.929858200000002,-90.076273599999993,
POINT (-90.069463912146 29.953221513699),1103629,CNL-700-0224,3,Canal,700,SSM,U,1,2946,29.953216099999999,-90.069458299999994,
POINT (-90.065230610037 29.945099411933),1103779,FUL-700-0566,8,Fulton,700,SSM,R,1,29140,29.945094000000001,-90.065224999999998,
POINT (-90.066490910778 29.952716714119),1103693,DEC-100-0493,6,Decatur,100,SSM,L,1,29107,29.952711300000001,-90.066485299999997,
POINT (-90.073506612406 29.946397412188),1103904,JUL-800-0739,7,Julia,800,PS,D,7,29185,29.946391999999999,-90.073500999999993,
POINT (-90.06942551256 29.957380415126),1103661,CNT-900-0490,6,Conti,900,SSM,U,1,2999,29.957374999999999,-90.0694199,
POINT (-90.082937816031 29.954162914072),1104350,S.ROM-600-1656,1,S. Roman,600,SSM,R,1,29339,29.954157500000001,-90.082932200000002,
POINT (-90.066819311436 29.953113514198),1103861,IBE-500-0744,6,Iberville,500,SSM,U,1,29172,29.953108100000001,-90.066813699999997,
POINT (-90.072075612805 29.955429614206),1103582,CNL-1000-0235,6,Canal,1000,SSM,D,1,2949,29.9554242,-90.072069999999997,
POINT (-90.067692911327 29.949568813565),1104123,NAT-400-1208,4,Natchez,400,SSM,U,1,29260,29.949563399999999,-90.067687300000003,
POINT (-90.069686111958 29.955771914351),1103678,DAU-200-0463,6,Dauphine,200,PS,L,6,29103,29.955766499999999,-90.069680500000004,
POINT (-90.085240614694 29.924773406997),1103970,MAG-3000-0969,10,Magazine,3000,PS,L,8,29217,29.924768,-90.085234999999997,
POINT (-90.065018610889 29.953069414015),1103437,BIE-300-0114,6,Bienville,300,SSM,U,1,2923,29.953064000000001,-90.065012999999993,
POINT (-90.063443610077 29.956076615116),1103716,DEC-600-0533,6,Decatur,600,SSM,L,1,29112,29.9560712,-90.063438000000005,
POINT (-90.061137509826 29.958516215224),1104061,N.PET-900-1100,6,N. Peters,900,SSM,R,1,29238,29.958510799999999,-90.061131900000007,
POINT (-90.075211012863 29.946694412419),1103918,JUL-900-0856,7,Julia,900,SSM,U,1,29186,29.946688999999999,-90.075205400000002,
POINT (-90.061839410553 29.958122415336),1103946,MAD-500-0879,6,Madison,500,SSM,D,1,29199,29.958117000000001,-90.061833800000002,
POINT (-90.075507313485 29.945994012294),1104139,OKE-800-1232,7,O'Keefe,800,PS,R,10,29270,29.9459886,-90.075501700000004,
POINT (-90.078696213908 29.935608909551),1104406,ST.CHA-1900-1655,9,St. Charles,1900,SSM,L,1,29363,29.935603499999999,-90.078690600000002,
POINT (-90.065851410703 29.947742912696),1104261,S.PET-500-1508,8,S. Peters,500,PS,R,4,29316,29.947737499999999,-90.065845800000005,
POINT (-90.105228620677 29.936105409442),1104315,S.ROB-4400-1495,10,S. Robertson,4400,SSM,L,1,29336,29.9361,-90.105222999999995,
POINT (-90.080119615253 29.955404413761),1103833,GRA-1700-0684,2,Gravier,1700,PS,U,4,29164,29.955399,-90.080113999999995,
POINT (-90.067278811146 29.9425836118),1104243,S.DIA-300-1440,8,S. Diamond,300,SSM,U,1,29313,29.9425782,-90.067273200000002,
POINT (-90.070993211582 29.947257212291),1103806,GIR-600-0578,7,Girod,600,PS,U,5,29148,29.9472518,-90.070987599999995,
POINT (-90.06055960957 29.959336215399),1103690,DEC-1000-0549,6,Decatur,1000,SSM,L,1,29115,29.9593308,-90.060553999999996,
POINT (-90.068624811202 29.946027112366),1104129,NOT-400-1212,8,Notre Dame,400,PS,U,7,29263,29.946021699999999,-90.068619200000001,
POINT (-90.068581812139 29.957001614773),1103682,DAU-400-0469,6,Dauphine,400,SSM,L,1,29105,29.956996199999999,-90.068576199999995,
POINT (-90.073735612927 29.951477413079),1104163,PER-900-1243,3,Perdido,900,SSM,D,1,29274,29.951471999999999,-90.073729999999998,
POINT (-90.070544812064 29.951188413856),1104552,UNI-700-1859,3,Union,700,PS,D,7,29402,29.951183,-90.070539199999999,
POINT (-90.058222009351 29.962078816223),1103761,ESP-500-0556,6,Esplanade,500,SSM,U,1,29133,29.962073400000001,-90.058216400000006,
POINT (-90.091428716931 29.925447406775),1103734,DEL-1400-0529,9,Delachaise,1400,SSM,U,1,29121,29.925442,-90.0914231,
POINT (-90.083158416089 29.956501714511),1103453,BOL-500-0152,1,Boliver,500,PS,R,6,2927,29.956496300000001,-90.083152799999993,
POINT (-90.058087509363 29.962241815846),1103762,ESP-500-0607,6,Esplanade,500,SSM,D,1,29133,29.962236399999998,-90.058081900000005,
POINT (-90.059065609778 29.959841415758),1104041,N.PET-1100-1094,6,N. Peters,1100,PS,R,7,29239,29.959835999999999,-90.059060000000002,
POINT (-90.073233612316 29.949449912656),1103415,BAR-500-0044,7,Baronne,500,PS,R,6,2913,29.949444499999998,-90.073228,
POINT (-90.099705618616 29.921005406005),1103994,MAG-4200-1021,10,Magazine,4200,PS,L,6,29222,29.920999999999999,-90.099699999999999,
POINT (-90.069463912146 29.953221513699),1103630,CNL-700-0226,3,Canal,700,SSM,U,1,2946,29.953216099999999,-90.069458299999994,
POINT (-90.072315912625 29.955597214433),1103586,CNL-1000-0243,6,Canal,1000,SSM,D,1,2949,29.955591800000001,-90.072310299999998,
POINT (-90.069641611656 29.952163413402),1103576,CMN-600-0427,3,Common,600,SSM,D,1,2988,29.952158000000001,-90.069636000000003,
POINT (-90.078870514807 29.956312614381),1104540,TUL-1500-2034,2,Tulane,1500,PS,U,10,29398,29.956307200000001,-90.078864899999999,
POINT (-90.092403717218 29.926970607871),1103389,ALI-1500-0003,9,Aline,1500,PS,D,7,2902,29.926965200000001,-90.092398099999997,
POINT (-90.133035128703 29.944763009742),1104014,MAP-8100-1079,10,Maple,8100,PS,R,5,29231,29.944757599999999,-90.133029500000006,
POINT (-90.07141951222 29.947438712256),1103810,GIR-700-0683,7,Girod,700,SSM,D,1,29149,29.9474333,-90.071413899999996,
POINT (-90.059761809536 29.960194916218),1103694,DEC-1100-0487,6,Decatur,1100,PS,L,7,29116,29.960189499999998,-90.059756199999995,
POINT (-90.068496711387 29.951651913331),1103574,CMN-500-0423,4,Common,500,SSM,D,0,2987,29.951646499999999,-90.068491100000003,
POINT (-90.077096913756 29.951130313145),1104179,POY-1300-1378,2,Poydras,1200,PS,U,9,29294,29.9511249,-90.077091300000006,
POINT (-90.100805618973 29.920805406158),1103995,MAG-4300-1010,10,Magazine,4300,PS,R,10,29223,29.9208,-90.100800000000007,
POINT (-90.082923815443 29.954508013668),1104331,S.ROM-600-1513,1,S. Roman,600,SSM,L,1,29339,29.954502600000001,-90.082918199999995,
POINT (-90.063935810432 29.965707117113),1104083,N.RAM-1300-1197,6,N. Rampart,1300,SSM,L,0,29254,29.9657017,-90.063930200000001,
POINT (-90.076957613214 29.947330612664),1103942,LOY-700-0863,7,Loyola,700,SSM,L,1,29198,29.947325200000002,-90.076952000000006,
POINT (-90.065532510544 29.955959014606),1104478,ST.LOU-600-1898,6,St. Louis,600,SSM,U,1,29376,29.955953600000001,-90.065526899999995,
POINT (-90.070125912036 29.951404813664),1104422,ST.CHA-300-1587,3,St. Charles,300,SSM,L,1,29350,29.9513994,-90.070120299999999,
POINT (-90.070239112503 29.958325215045),1104091,N.RAM-400-1132,6,N. Rampart,400,SSM,R,1,29245,29.958319800000002,-90.070233500000001,
POINT (-90.071393212078 29.95123711303),1103509,CAR-300-0344,3,Carondelet,300,PS,R,7,2958,29.951231700000001,-90.071387599999994,
POINT (-90.091261916815 29.924899907129),1103729,DEL-1300-0520,9,Delachaise,1300,PS,U,10,29120,29.924894500000001,-90.091256299999998,
POINT (-90.05770980928 29.96334651616),1103774,FRE-500-0631,6,Frenchmen,500,SSM,D,1,29137,29.963341100000001,-90.057704200000003,
POINT (-90.066837911245 29.951909813527),1103618,CNL-400-0217,6,Canal,400,SSM,D,1,2943,29.9519044,-90.066832300000002,
POINT (-90.081305615161 29.957405414511),1104543,TUL-1800-2018,1,Tulane,1800,SSM,U,1,29399,29.9574,-90.081299999999999,
POINT (-90.074999813796 29.956989214641),1103600,CNL-1400-0262,5,Canal,1400,SSM,U,1,2953,29.9569838,-90.074994200000006,
POINT (-90.072271613021 29.955117414625),1103589,CNL-1000-0246,3,Canal,1000,SSM,U,1,2949,29.955112,-90.072265999999999,
POINT (-90.073711611848 29.931772409222),1103953,MAG-1800-0963,10,Magazine,1800,PS,L,5,29210,29.931767000000001,-90.073706000000001,
POINT (-90.088205615467 29.923205407143),1103983,MAG-3300-1004,10,Magazine,3300,PS,R,12,29220,29.923200000000001,-90.088200000000001,
POINT (-90.083456115548 29.955541014039),1103452,BOL-500-0118,1,Boliver,500,SSM,R,1,2927,29.955535600000001,-90.083450499999998,
POINT (-90.066405111097 29.950335713849),1104499,TCH-200-1938,4,Tchoupitoulas,200,SSM,R,1,29386,29.950330300000001,-90.066399500000003,
POINT (-90.0829521157 29.95446521389),1104333,S.ROM-600-1517,1,S. Roman,600,SSM,L,1,29339,29.954459799999999,-90.082946500000006,
POINT (-90.063438210443 29.95608471464),1103717,DEC-600-0535,6,Decatur,600,SSM,L,1,29112,29.956079299999999,-90.063432599999999,
POINT (-90.083131616025 29.957304414526),1103450,BOL-400-0146,1,Boliver,400,PS,R,10,2926,29.957298999999999,-90.083125999999993,
POINT (-90.065686610893 29.963432216612),1104073,N.RAM-1000-1160,6,N. Rampart,1000,SSM,R,1,29251,29.963426800000001,-90.065680999999998,
POINT (-90.098717418986 29.920952805887),1103991,MAG-4100-0974,10,Magazine,4100,PS,R,9,29221,29.920947399999999,-90.098711800000004,
POINT (-90.076006413343 29.950623913613),1103936,LOY-500-0855,7,Loyola,500,PS,L,3,29196,29.950618500000001,-90.076000800000003,
POINT (-90.067617911226 29.950914013588),1103961,MAG-200-0920,4,Magazine,200,SSM,R,1,29201,29.950908600000002,-90.067612299999993,
POINT (-90.077305613715 29.9572054143),1103568,CLE-1500-0432,5,Cleveland,1500,SSM,U,1,2983,29.9572,-90.077299999999994,
POINT (-90.072271613021 29.955117414625),1103587,CNL-1000-0244,3,Canal,1000,SSM,U,1,2949,29.955112,-90.072265999999999,
POINT (-90.077467514808 29.95785051452),1104310,S.ROB-100-1485,5,S. Robertson,100,SSM,L,1,29334,29.9578451,-90.077461900000003,
POINT (-90.07594521405 29.956645214843),1103919,LAS-100-0870,5,LaSalle,100,SSM,R,1,29190,29.956639800000001,-90.075939599999998,
POINT (-90.094889817871 29.92574590701),1104212,PRY-3700-1371,9,Prytania,3700,SSM,L,1,29301,29.9257405,-90.094884199999996,
POINT (-90.072813612886 29.944529411549),1104468,ST.JOS-700-1886,7,St. Joseph,700,PS,U,6,29373,29.944524000000001,-90.072807999999995,
POINT (-90.06952711187 29.956242314796),1103446,BIE-900-0107,6,Bienville,900,SSM,D,1,2925,29.9562369,-90.069521499999993,
POINT (-90.065453610222 29.940201411421),1103789,GAI-200-0651,8,Gaiennie,200,PS,D,4,29143,29.940196,-90.065448000000004,
POINT (-90.093799416892 29.925182906681),1103403,ANT-1400-0033,9,Antonine,1400,PS,D,6,2909,29.9251775,-90.0937938,
POINT (-90.067804011757 29.952523914251),1103624,CNL-500-0221,6,Canal,500,SSM,D,1,2944,29.9525185,-90.067798400000001,
POINT (-90.067836011064 29.953041313509),1103529,CHA-100-0345,6,Chartres,100,SSM,L,1,2967,29.9530359,-90.067830400000005,
POINT (-90.074286213867 29.957260514758),1104527,TRE-100-1797,5,Treme,100,SSM,L,1,29395,29.957255100000001,-90.074280599999994,
POINT (-90.070127312286 29.946565812583),1103487,CAM-700-0176,7,Camp,700,SSM,R,1,2938,29.946560399999999,-90.070121700000001,
POINT (-90.075799513633 29.947965412927),1104307,S.RAM-700-1447,7,S. Rampart,700,PS,L,12,29331,29.947959999999998,-90.075793899999994,
POINT (-90.082817515997 29.954520613582),1104340,S.ROM-600-1636,1,S. Roman,600,SSM,R,1,29339,29.954515199999999,-90.082811899999996,
POINT (-90.06664681106 29.944504812207),1103670,COM-800-0454,8,Commerce,800,SSM,R,1,2985,29.944499400000002,-90.066641200000007,
POINT (-90.089363415935 29.92278110656),1103985,MAG-3400-4008,10,Magazine,3400,PS,R,5,29409,29.922775699999999,-90.089357800000002,
POINT (-90.064142610892 29.965483316758),1104082,N.RAM-1300-1195,6,N. Rampart,1300,SSM,L,1,29254,29.9654779,-90.064137000000002,
POINT (-90.10176061958 29.937246409083),1104020,MGN-4200-1056,10,Magnolia,4200,SSM,R,1,29227,29.937241,-90.101754999999997,
POINT (-90.069755311631 29.949561612971),1104198,POY-600-1347,3,Poydras,600,PS,D,6,29289,29.9495562,-90.069749700000003,
POINT (-90.073250812586 29.95029191328),1104206,POY-900-1321,3,Poydras,900,SSM,D,1,29292,29.950286500000001,-90.073245200000002,
POINT (-90.06989961204 29.958716415123),1104095,N.RAM-400-1140,6,N. Rampart,400,SSM,R,1,29245,29.958711000000001,-90.069894000000005,
POINT (-90.070382612398 29.947127412609),1103807,GIR-600-0602,7,Girod,600,PS,U,3,29148,29.947122,-90.070376999999993,
POINT (-90.076357213365 29.952369013524),1104146,PER-1300-1220,2,Perdido,1300,PS,U,3,29275,29.952363600000002,-90.076351599999995,
POINT (-90.131006628237 29.948395410504),1104132,OAK-8200-1213,10,Oak,8200,PS,L,11,29265,29.94839,-90.131000999999998,
POINT (-90.093248717072 29.926489307242),1103767,FOU-1500-0616,9,Foucher,1500,PS,D,11,29136,29.926483900000001,-90.093243099999995,
POINT (-90.057962609632 29.961095416155),1103459,BRC-400-0076,6,Barracks,400,SSM,U,1,2918,29.961089999999999,-90.057957000000002,
POINT (-90.071491911857 29.946365112764),1104433,ST.CHA-700-1696,7,St. Charles,700,PS,R,10,29352,29.946359699999999,-90.071486300000004,
POINT (-90.065355911314 29.963822216762),1104074,N.RAM-1100-1162,6,N. Rampart,1100,SSM,R,1,29252,29.9638168,-90.065350300000006,
POINT (-90.065879410817 29.943289111599),1104272,S.PET-800-1415,8,S. Peters,800,PS,L,5,29319,29.943283699999999,-90.065873800000006,
POINT (-90.066917510775 29.942136811315),1103397,AND-300-0019,8,Andrew Higgins,300,PS,D,8,2905,29.942131400000001,-90.066911899999994,
POINT (-90.0662135111 29.954023514114),1103441,BIE-500-0097,6,Bienville,500,SSM,D,1,2924,29.954018099999999,-90.066207899999995,
POINT (-90.066228311511 29.954032814258),1103442,BIE-500-0099,6,Bienville,500,SSM,D,1,2924,29.954027400000001,-90.066222699999997,
POINT (-90.062222209999 29.958963315581),1103749,DUM-500-0589,6,Dumaine,500,SSM,D,1,29126,29.958957900000001,-90.062216599999999,
POINT (-90.075912612856 29.938759410959),1104390,ST.CHA-1500-1625,9,St. Charles,1500,SSM,L,1,29359,29.938753999999999,-90.075907000000001,
POINT (-90.0767254145 29.957162014749),1104361,S.VIL-100-1664,5,S. Villere,100,PS,R,4,29340,29.957156600000001,-90.076719800000006,
POINT (-90.082838116033 29.954455913973),1104342,S.ROM-600-1640,1,S. Roman,600,SSM,R,1,29339,29.9544505,-90.082832499999995,
POINT (-90.067739610963 29.943410412204),1104446,ST.JOS-300-1707,8,St. Joseph,300,SSM,D,1,29370,29.943404999999998,-90.067734000000002,
POINT (-90.072585612689 29.955327414411),1103591,CNL-1000-0248,3,Canal,1000,SSM,U,1,2949,29.955321999999999,-90.072580000000002,
POINT (-90.082335215992 29.956367514185),1104318,S.ROM-500-1501,1,S. Roman,500,SSM,L,1,29338,29.9563621,-90.082329599999994,
POINT (-90.080971614925 29.95297641376),1104187,POY-1700-1335,2,Poydras,1700,PS,D,8,29299,29.952971000000002,-90.080966000000004,
POINT (-90.072604913152 29.951577013287),1103412,BAR-300-0056,3,Baronne,300,SSM,R,1,2912,29.951571600000001,-90.072599299999993,
POINT (-90.072920612526 29.944610412009),1104466,ST.JOS-700-1687,7,St. Joseph,700,PS,D,11,29373,29.944604999999999,-90.072914999999995,
POINT (-90.070195512374 29.958714714916),1104097,N.RAM-400-1171,6,N. Rampart,400,SSM,L,1,29245,29.958709299999999,-90.070189900000003,
POINT (-90.057749609099 29.963941616361),1103776,FRE-600-0623,6,Frenchmen,600,PS,D,11,29138,29.963936199999999,-90.057744,
POINT (-90.065940511182 29.963135016228),1104070,N.RAM-1000-1154,6,N. Rampart,1000,SSM,R,1,29251,29.963129599999998,-90.065934900000002,
POINT (-90.062005709773 29.95881121511),1103747,DUM-500-0585,6,Dumaine,500,SSM,D,1,29126,29.9588058,-90.062000100000006,
POINT (-90.065455010702 29.955906714564),1104476,ST.LOU-600-1894,6,St. Louis,600,SSM,U,1,29376,29.955901300000001,-90.065449400000006,
POINT (-90.073270813236 29.955836714289),1103593,CNL-1100-0252,3,Canal,1100,SSM,U,1,2950,29.9558313,-90.073265199999994,
POINT (-90.085805615523 29.924305406875),1103977,MAG-3100-0992,10,Magazine,3100,PS,R,9,29218,29.924299999999999,-90.085800000000006,
POINT (-90.067314511238 29.949010213067),1104193,POY-400-1355,4,Poydras,400,PS,D,5,29287,29.949004800000001,-90.0673089,
POINT (-90.066645410875 29.944603611813),1103668,COM-800-0450,8,Commerce,800,SSM,R,1,2985,29.944598200000001,-90.066639800000004,
POINT (-90.074059513085 29.943395911825),1103496,CAR-1000-0284,7,Carondelet,1000,PS,R,12,2965,29.9433905,-90.074053899999996,
POINT (-90.067547010939 29.944797212491),1104517,TCH-800-1787,8,Tchoupitoulas,800,PS,L,5,29392,29.944791800000001,-90.067541399999996,
POINT (-90.065849609982 29.942730411908),1104276,S.PET-900-1433,8,S. Peters,900,SSM,L,1,29320,29.942724999999999,-90.065843999999998,
POINT (-90.075685613354 29.95612941441),1103565,CLE-1400-0420,5,Cleveland,1400,PS,U,6,2982,29.956123999999999,-90.075680000000006,
POINT (-90.069910712448 29.955190014688),1103866,IBE-800-0754,6,Iberville,800,SSM,U,1,29173,29.955184599999999,-90.0699051,
POINT (-90.065660010435 29.940637611226),1104254,S.PET-1100-1502,8,S. Peters,1100,SSM,R,1,29322,29.9406322,-90.0656544,
POINT (-90.063739710249 29.958678815404),1104370,ST.ANN-600-1682,6,St. Ann,600,SSM,U,1,29346,29.958673399999999,-90.063734100000005,
POINT (-90.064763810933 29.954650014381),1103707,DEC-400-0513,6,Decatur,400,SSM,L,1,29110,29.954644600000002,-90.0647582,
POINT (-90.093386517077 29.924145006912),1103402,ANT-1300-0031,9,Antonine,1300,PS,D,5,2908,29.9241396,-90.0933809,
POINT (-90.074463613163 29.952639413295),1104294,S.RAM-300-1463,3,S. Rampart,300,SSM,L,1,29327,29.952634,-90.074458000000007,
POINT (-90.066624910923 29.949716713113),1104502,TCH-300-1940,4,Tchoupitoulas,300,SSM,R,1,29387,29.949711300000001,-90.066619299999999,
POINT (-90.06585961073 29.957464014726),1104525,TOU-700-1994,6,Toulouse,700,SSM,U,1,29394,29.957458599999999,-90.065854000000002,
POINT (-90.064840810746 29.953142613935),1103432,BIE-300-0087,6,Bienville,300,SSM,D,0,2923,29.9531372,-90.064835200000005,
POINT (-90.070076712377 29.951257313271),1104428,ST.CHA-300-1826,3,St. Charles,300,PS,R,6,29350,29.951251899999999,-90.070071100000007,
POINT (-90.07169741209 29.954772814399),1103643,CNL-900-0242,3,Canal,900,SSM,U,1,2948,29.954767400000001,-90.071691799999996,
POINT (-90.075087313063 29.944243912173),1103405,BAR-1000-0034,7,Baronne,1000,PS,R,10,2917,29.944238500000001,-90.075081699999998,
POINT (-90.060183209681 29.95973741579),1103687,DEC-1000-0483,6,Decatur,1000,PS,L,5,29115,29.959731999999999,-90.060177600000003,
POINT (-90.06683671085 29.942749711321),1104029,N.DIA-300-1073,8,N. Diamond,300,PS,D,11,29233,29.942744300000001,-90.066831100000002,
POINT (-90.093516617645 29.927118407309),1103768,FOU-1500-0617,9,Foucher,1500,PS,D,4,29136,29.927112999999999,-90.093511000000007,
POINT (-90.072335612831 29.948318413017),1103514,CAR-600-0289,7,Carondelet,600,PS,L,8,2961,29.948312999999999,-90.072329999999994,
POINT (-90.075649113401 29.956169214671),1103564,CLE-1400-0381,5,Cleveland,1400,PS,D,6,2982,29.956163799999999,-90.075643499999998,
POINT (-90.061828010034 29.958688715076),1103746,DUM-500-0583,6,Dumaine,500,SSM,D,1,29126,29.958683300000001,-90.061822399999997,
POINT (-90.06994901171 29.947187912603),1103484,CAM-600-0174,7,Camp,600,SSM,R,1,2937,29.9471825,-90.0699434,
