Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2609 Marais St,2609 Marais St,Commercial STR,2,4,09/30/2019 08:34:05 AM,"(29.9699064970311, -90.0495022550744)",3687320.93,536825.7
627 S Rendon St,627 S Rendon St,Commercial STR,2,4,08/29/2020 11:59:59 PM,"(29.9642827462856, -90.0977445574736)",3672069.07,534612.77
224 N St Patrick St,224 N St Patrick St,Accessory STR,2,4,05/06/2020 11:59:59 PM,"(29.9800094381996, -90.1054683720739)",3669562.22,540305.32
1111 Louisa St,1111 Louisa St,Commercial STR,,,06/05/2020 11:59:59 PM,"(29.9676207996498, -90.0422375968094)",3689630.34,536020.38
2130 Laurel St,2130 Laurel St,Commercial STR,2,4,05/22/2020 11:59:59 PM,"(29.9281209496619, -90.0749614416878)",3679427.22,521541.52
2621 Laharpe St,2621 Laharpe St,Accessory STR,2,4,07/07/2020 11:59:59 PM,"(29.9790072334825, -90.0765549941421)",3678719.52,540040.12
439 S Olympia St,439 S Olympia St,Accessory STR,2,4,04/09/2020 11:59:59 PM,"(29.9748177231332, -90.1090899872554)",3668435.87,538405.14
2826 Audubon St,2826 Audubon St,Accessory STR,2,4,01/28/2020 11:59:59 PM,"(29.9553392389804, -90.1118968170922)",3667622.74932,531312.52275
329 Pelican Ave,329 Pelican Ave,Accessory STR,2,4,08/16/2019 11:59:59 PM,"(29.9521851791045, -90.0525956359204)",3686413.57,530370.62
4120 Elba St,4120 Elba St,Accessory STR,1,2,06/01/2020 11:59:59 PM,"(29.9513307461596, -90.1030596420051)",3670436.74,529884.82
1926-B Jena,1926-B Jena,Accessory STR,1,2,01/11/2020 11:50:18 AM,"(29.9300181522776, -90.1038729419452)",3670262.35,522132
431 Pelican Ave,431 Pelican Ave,Accessory STR,3,6,04/04/2020 11:59:59 PM,"(29.9528011358107, -90.0515659776536)",3686737.12,530598.25
7101 Hickory Street,7101 Hickory Street,Accessory STR,1,2,07/07/2020 11:59:59 PM,"(29.9468045863307, -90.118585471633)",3665537.65,528186.48
2000 Burgundy St Ste 301,2000 Burgundy St Ste 301,Commercial STR,3,6,05/01/2020 11:59:59 PM,"(29.9662514559273, -90.0589953969283)",3684330.11,535463.04
1304 Marigny St,1304 Marigny St,Accessory STR,3,6,06/26/2020 11:59:59 PM,"(29.9708134215938, -90.0558300025683)",3685313.84,537133.1
2021 St Claude Ave,2021 St Claude Ave,Commercial STR,3,6,01/09/2020 11:59:59 PM,"(29.9686244428726, -90.0586592542834)",3684426.94,536327.13
711 S Peters St Apt 302,711 S Peters St Apt 302,Commercial STR,2,4,08/15/2020 11:59:59 PM,"(29.9458153149728, -90.0660055217388)",3682192.76,528007.09
1811 Elysian Fields Ave,1811 Elysian Fields Ave,Commercial STR,3,6,02/06/2020 09:06:44 AM,"(29.9759640527598, -90.0569331007671)",3684943.73,539002.17
2233 Brainard St,2233 Brainard St,Accessory STR,3,6,01/29/2020 11:59:59 PM,"(29.9352692551608, -90.0826962742159)",3676948.91,524114.08
637 Gallier St #New Orleans 70117,637 Gallier St #New Orleans 70117,Accessory STR,2,4,04/12/2020 11:59:59 PM,"(29.9622288194026, -90.0407891718146)",3690111.05,534064.83
2109 Robin St,2109 Robin St,Accessory STR,3,6,01/13/2020 11:59:59 PM,"(30.0113155974253, -90.0624228949919)",3683063.14,551838.04
7702 Hickory St,7702 Hickory St,Accessory STR,2,4,04/14/2020 11:59:59 PM,"(29.948903491849, -90.1220971286584)",3664417.5,528937.95
2037 Dauphine St,2037 Dauphine St,Accessory STR,1,2,07/09/2020 11:08:23 AM,"(29.9655603361071, -90.058113413534)",3684612.16,535214.83
5959 Colbert St APT B,5959 Colbert St APT B,Accessory STR,2,4,02/24/2020 11:59:59 PM,"(29.9988775570722, -90.1119367895036)",3667441.33,547144.64
123 E. Sprague,123 E. Sprague,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518787926012, -90.0715084393355)",3680425.79,530192.76
1562 Magazine St Unit A,1562 Magazine St Unit A,Commercial STR,5,10,05/03/2020 11:58:17 AM,"(29.9329461832157, -90.0726945912954)",3680125.92,523304.04
915 Thalia St,915 Thalia St,Accessory STR,2,4,08/27/2020 11:59:59 PM,"(29.9378888699445, -90.0692550889263)",3681195.47,525113.38
832 N Dupre St,832 N Dupre St,Accessory STR,1,2,01/01/2020 11:59:59 PM,"(29.9733398869742, -90.0839739199126)",3676393.31,537953.57
1610 Frenchmen St C,1610 Frenchmen St C,Commercial STR,3,6,09/06/2019 11:59:59 PM,"(29.9738132289569, -90.0586951364588)",3684394.59,538213.84
215 N Salcedo St,215 N Salcedo St,Accessory STR,1,2,08/20/2020 11:59:59 PM,"(29.9696322973228, -90.0904238839853)",3674365.89,536583.14
2307 Upperline St,2307 Upperline St,Accessory STR,1,2,06/23/2020 11:59:59 PM,"(29.9332031608499, -90.1071101372175)",3669224.62,523279.2
6073 Wickfield Dr,6073 Wickfield Dr,Temporary STR,3,6,08/15/2020 11:59:59 PM,"(30.0213164904321, -90.0688078716952)",3681002.31,555452.41
841 Bourbon St,841 Bourbon St,Commercial STR,2,4,03/05/2020 11:59:59 PM,"(29.960232823438, -90.0642919410732)",3682677.36,533255.83
1053 Constance St Apt 302,1053 Constance St Apt 302,Commercial STR,2,4,06/23/2020 11:59:59 PM,"(29.9413053875937, -90.0695783433352)",3681079.39,526354.62
123 E. Sprague,123 E. Sprague,Commercial STR,2,4,06/07/2020 11:59:59 PM,"(29.9518726322025, -90.071511264617)",3680424.92,530190.51
917 Whitney Ave,917 Whitney Ave,Accessory STR,2,4,12/12/2019 11:59:59 PM,"(29.9457785637245, -90.0411033174827)",3690079.04304,528081.80557
1512 Ursulines Ave,1512 Ursulines Ave,Accessory STR,3,6,07/21/2020 11:59:59 PM,"(29.9661777228138, -90.069191026042)",3681102.27,535400.47
855 Baronne St #Unit 4B,855 Baronne St #Unit 4B,Commercial STR,2,4,10/11/2019 11:59:59 PM,"(29.9452251745268, -90.0747692074327)",3679419.79257,527761.90368
2501 St Philip St,2501 St Philip St,Accessory STR,1,2,04/13/2020 11:59:59 PM,"(29.9715563644296, -90.0782117919565)",3678224.69,537324.95
1812 S Gayoso St,1812 S Gayoso St,Choose a License Type,2,4,05/14/2020 11:59:59 PM,"(29.9515412803901, -90.103453297903)",3670311.26,529960.04
8611 Birch St,8611 Birch St,Accessory STR,1,2,02/22/2020 11:59:59 PM,"(29.953875765506, -90.1311531840687)",3661530.69,530715.86
822 Howard Ave 303,822 Howard Ave 303,Commercial STR,2,4,07/30/2020 11:59:59 PM,"(29.9441743371742, -90.0743210395049)",3679565.92,527381.34
4523 Magazine St,4523 Magazine St,Commercial STR,5,10,10/24/2019 10:13:15 AM,"(29.9207530434441, -90.1033633719009)",3670459.91399,518764.59922
4615 Tchoupitoulas St,4615 Tchoupitoulas St,Commercial STR,2,4,03/11/2020 11:59:59 PM,"(29.9170323765645, -90.1039221468537)",3670297.43,517409.73
5518 General Diaz St,5518 General Diaz St,Temporary STR,3,6,04/01/2020 11:59:59 PM,"(29.9891264584055, -90.1070555035929)",3669024.29,543615.25
320 N Cortez St Unit B,320 N Cortez St Unit B,Commercial STR,4,8,06/13/2020 11:59:59 PM,"(29.9744133281815, -90.0955000974761)",3672739.93,538304.31
1525 Aline St,1525 Aline St,Commercial STR,2,4,03/11/2020 11:59:59 PM,"(29.9270282224591, -90.0923665781808)",3673918.6,521084.04
343 S Cortez St,343 S Cortez St,Accessory STR,,,06/10/2020 11:59:59 PM,"(29.9701055472142, -90.0999681170342)",3671342.24,536722.58
8116 Jeannette St,8116 Jeannette St,Commercial STR,3,6,01/24/2020 11:59:59 PM,"(29.9497032946106, -90.1279812433406)",3662551.08,529209.14
1820 Terpsichore St Apt C,1820 Terpsichore St Apt C,Commercial STR,2,4,05/14/2020 11:59:59 PM,"(29.9398945910854, -90.0790711584969)",3678078.64,525808.57
3752 Clermont Dr,3752 Clermont Dr,Accessory STR,1,2,06/27/2020 11:59:59 PM,"(29.996348974504, -90.0552817126568)",3685383.86,546420.73
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9519018979106, -90.0714774522878)",3680435.51,530201.27
1121 Valence St,1121 Valence St,Accessory STR,2,4,06/24/2020 11:59:59 PM,"(29.9231241139321, -90.1050724036591)",3669909.31,519621
900 Bartholomew St Unit 218,900 Bartholomew St Unit 218,Commercial STR,1,2,06/03/2020 11:59:59 PM,"(29.9637687987469, -90.0364155133859)",3691489.55,534640.47
7731 Wales St,7731 Wales St,Temporary STR,5,10,07/09/2020 11:59:59 PM,"(30.0382345762806, -90.005480700085)",3700970.52,561831.17
1919 Sophie Wright Pl Unit 9,1919 Sophie Wright Pl Unit 9,Commercial STR,1,2,05/28/2020 11:59:59 PM,"(29.9319265495559, -90.0746057507069)",3679524.68,522926.61
2503 Broadway St,2503 Broadway St,Accessory STR,2,4,04/03/2020 11:59:59 PM,"(29.9529356982874, -90.1142878933709)",3666874.9,530430.44
4561 Veronese Rd,4561 Veronese Rd,Accessory STR,3,6,11/25/2019 10:27:28 AM,"(30.0695558804092, -89.8085763341596)",3763116.74512,573996.08017
301 St Charles Ave Apt 402 unit 402,301 St Charles Ave Apt 402 unit 402,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.951460267041, -90.0702068373571)",3680839.64,530045.11
4629 Pineda St,4629 Pineda St,Temporary STR,4,8,04/08/2020 11:59:59 PM,"(30.0132255224235, -90.0377361588809)",3690868.05,552620.06
3324 Banks St,3324 Banks St,Accessory STR,2,4,10/15/2019 11:30:03 PM,"(29.9668574396647, -90.0958972131537)",3672643.87777,535555.33927
1041 Constance St Apt 311,1041 Constance St Apt 311,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.9415141862463, -90.0694997241712)",3681103.45115,526430.82137
812 Opelousas Avenue,812 Opelousas Avenue,Accessory STR,2,4,04/30/2020 12:06:21 PM,"(29.948882819969, -90.0477519595647)",3687960.86,529186.94
3028 Laurel St,3028 Laurel St,Accessory STR,2,4,03/26/2020 11:44:08 AM,"(29.9228577111858, -90.0840172851236)",3676579.73,519596.23
7017 Derbes St,7017 Derbes St,Accessory STR,1,2,07/30/2020 11:59:59 PM,"(30.018916063409, -90.1164146195274)",3665946.63,554416.39
2326 Bienville St,2326 Bienville St,Accessory STR,2,4,06/11/2020 11:59:59 PM,"(29.9646287480212, -90.0823320069644)",3676947.72,534791.54
2000 St Philip St,2000 St Philip St,Accessory STR,2,4,05/20/2020 11:59:59 PM,"(29.9682606737662, -90.0740612666197)",3679551.93,536140.93
4234 Canal St,4234 Canal St,Commercial STR,2,4,05/23/2020 11:59:59 PM,"(29.9758685635199, -90.1032699650762)",3670274.35,538807
5334 Magazine St,5334 Magazine St,Commercial STR,3,6,01/06/2020 11:59:59 PM,"(29.9205196767095, -90.1136375316267)",3667206.32,518644.95
1131 N Robertson St.,1131 N Robertson St.,Accessory STR,3,6,06/07/2020 11:59:59 PM,"(29.9671808708095, -90.0692031086562)",3681094.42,535765.21
401 Girod St Unit 3,401 Girod St Unit 3,Commercial STR,2,4,06/12/2020 11:59:59 PM,"(29.9467141093724, -90.0677237934009)",3681645,528327.91
814 Baronne St,814 Baronne St,Commercial STR,3,6,08/06/2020 11:59:59 PM,"(29.9460842235316, -90.0741671605344)",3679607.02,528076.38
2918 Gravier St,2918 Gravier St,Commercial STR,3,6,12/11/2019 11:59:59 PM,"(29.9619409270227, -90.094905359529)",3672977.24,533770.9
4700 Venus St,4700 Venus St,Accessory STR,1,2,01/22/2020 11:59:59 PM,"(30.0070221517245, -90.0518252667668)",3686434.5,550314.13
1443 Touro St,1443 Touro St,Accessory STR,2,4,02/20/2020 11:59:59 PM,"(29.9723628919266, -90.0595055179076)",3684143.89,537683.59
2834 Dumaine St,2834 Dumaine St,Accessory STR,,,03/13/2020 11:59:59 PM,"(29.9735271047092, -90.08380578097)",3676445.8,538022.23
925 Common St 1106,925 Common St 1106,Commercial STR,1,2,04/15/2020 11:59:59 PM,"(29.953864464843, -90.0728178235533)",3680003.21,530910.26
7744 Belfast St,7744 Belfast St,Accessory STR,1,2,04/09/2020 11:59:59 PM,"(29.9559195996419, -90.1157406346952)",3666403.34,531510.61
3602 St Claude Ave,3602 St Claude Ave,Commercial STR,2,4,01/15/2020 11:59:59 PM,"(29.9662217295551, -90.0386942565721)",3690757.96112,535524.28545
2702 Chartres St Apt A,2702 Chartres St Apt A,Commercial STR,2,4,06/26/2020 11:59:59 PM,"(29.9635431300861, -90.0506516370523)",3686982.93,534507.67
4215 S Prieur St,4215 S Prieur St,Accessory STR,2,4,05/02/2020 11:59:59 PM,"(29.9433922586834, -90.101965190033)",3670814.34,527001.81
1236 Carondelet St,1236 Carondelet St,Commercial STR,2,4,08/29/2019 01:45:17 PM,"(29.9412843353675, -90.0755228332887)",3679196.86,526326.25
5418 Hawthorne Pl.,5418 Hawthorne Pl.,Accessory STR,2,4,01/07/2020 11:59:59 PM,"(29.9880751145161, -90.1112215262989)",3667709.62,543218.85
6123 Charlotte Dr,6123 Charlotte Dr,Accessory STR,2,4,01/06/2020 11:59:59 PM,"(30.0202690644534, -90.0721980722432)",3679933.69,555059.7
3929 St Claude Ave,3929 St Claude Ave,Commercial STR,1,2,01/22/2020 11:59:59 PM,"(29.9659245640477, -90.0355519767696)",3691754.09,535427.48
7933 Jeannette St,7933 Jeannette St,Accessory STR,1,2,11/28/2019 11:59:59 PM,"(29.9486963074818, -90.1263501909275)",3663071.44903,528848.3977
3308 Burgundy St Unit 203,3308 Burgundy St Unit 203,Commercial STR,2,4,05/07/2020 10:15:17 AM,"(29.9646749862664, -90.0419810780148)",3689723.63,534950.09
1029 Jackson Ave,1029 Jackson Ave,Commercial STR,5,10,12/18/2019 11:59:59 PM,"(29.9293660289585, -90.0763409974468)",3678985.29147,521989.47935
1524 Desire St,1524 Desire St,Accessory STR,2,4,02/04/2020 11:59:59 PM,"(29.9714178340791, -90.0392391432816)",3690564.1,537411.83
1039 Constance St Unit 1,1039 Constance St Unit 1,Commercial STR,3,6,10/17/2019 11:59:59 PM,"(29.9417000436767, -90.0694329729966)",3681123.84565,526498.63904
1721 Terpsichore St,1721 Terpsichore St,Commercial STR,4,8,04/16/2020 11:59:59 PM,"(29.9394591019505, -90.0777709690166)",3678492.15,525654.72
1235 Constance St,1235 Constance St,Accessory STR,2,4,05/29/2020 11:59:59 PM,"(29.9382892993175, -90.0701915135955)",3680897.29,525255.72
334 Carondelet St,334 Carondelet St,Commercial STR,1,2,12/09/2019 11:59:59 PM,"(29.9509790775741, -90.0713903595657)",3680466.78498,529866.00231
711 S Peters St Apt 312,711 S Peters St Apt 312,Commercial STR,1,2,08/21/2020 11:59:59 PM,"(29.9458102629625, -90.0661947962912)",3682132.84,528004.59
4111 Annunciation St,4111 Annunciation St,Accessory STR,1,2,08/27/2020 11:59:59 PM,"(29.9182748833936, -90.0980635412704)",3672148.43,517881.51
1907 Frenchmen St,1907 Frenchmen St,Accessory STR,2,4,07/01/2020 11:59:59 PM,"(29.9767996900079, -90.0587120019937)",3684377.17,539299.77
1430 Royal St,1430 Royal St,Accessory STR,2,4,02/03/2020 11:59:59 PM,"(29.9639565755823, -90.0592869417507)",3684247.08,534627.51
4723 Toulouse St 4725 Toulouse St.,4723 Toulouse St 4725 Toulouse St.,Accessory STR,2,4,05/31/2020 11:59:59 PM,"(29.9831457531155, -90.1037798165592)",3670084.54,541451.54
2524 General Pershing St,2524 General Pershing St,Accessory STR,3,6,08/07/2020 11:59:59 PM,"(29.9359604197607, -90.1019142046747)",3670859.53,524299.49
2628 Louisiana Ave,2628 Louisiana Ave,Commercial STR,2,4,08/01/2020 11:59:59 PM,"(29.9377073646395, -90.0963749725099)",3672607.04,524953.64
4021 Pitt St,4021 Pitt St,Accessory STR,1,2,05/23/2020 11:59:59 PM,"(29.9261297586324, -90.0978871789439)",3672173.5,520738.43
2715 Carondelet St.,2715 Carondelet St.,Commercial STR,2,4,05/16/2020 11:59:59 PM,"(29.9327309324472, -90.0727052350259)",3680123.41,523225.73
401 Girod St Unit 2,401 Girod St Unit 2,Commercial STR,1,2,06/12/2020 11:59:59 PM,"(29.9466940054976, -90.0677322269349)",3681642.41,528320.57
6312 Patton Street,6312 Patton Street,Accessory STR,,,12/19/2019 11:59:59 PM,"(29.9219314116651, -90.1267151342787)",3663058.36922,519114.45036
4729 Dryades St,4729 Dryades St,Accessory STR,1,2,04/02/2020 11:59:59 PM,"(29.9293892521392, -90.1066091603755)",3669398.14,521894.02
2536 Bienville Ave,2536 Bienville Ave,Accessory STR,2,4,06/09/2020 11:59:59 PM,"(29.9658223393625, -90.0843427082566)",3676306.35,535218.63
703 Carondelet St Apt 109,703 Carondelet St Apt 109,Commercial STR,1,2,01/30/2020 02:06:12 PM,"(29.9474702374914, -90.0727758214276)",3680042.09,528585.23
703 Carondelet St Apt 109,703 Carondelet St Apt 109,Commercial STR,2,4,01/30/2020 02:03:01 PM,"(29.9475290808413, -90.0726574511912)",3680079.34,528607.04
2433 Perdido St,2433 Perdido St,Commercial STR,1,2,06/24/2020 11:59:59 PM,"(29.9584294649534, -90.0894645098201)",3674713.86,532512.66
1726 Clio St,1726 Clio St,Commercial STR,5,10,02/03/2020 11:59:59 PM,"(29.9423507294042, -90.0757816724487)",3679110.63,526713.13
1423 Henriette Delille St Unit D,1423 Henriette Delille St Unit D,Accessory STR,1,2,05/28/2020 11:59:59 PM,"(29.9671423259283, -90.0641840913274)",3682683.68,535768.76
7555 Michigan St,7555 Michigan St,Accessory STR,2,4,11/01/2019 11:59:59 PM,"(30.0498805699273, -89.9701766341369)",3712089.94757,566197.26045
933 N Villere St,933 N Villere St,Accessory STR,3,6,06/11/2020 11:59:59 PM,"(29.9651370912809, -90.0699348273682)",3680870.94,535019.46
7601 Shaw Ave,7601 Shaw Ave,Temporary STR,3,6,08/13/2020 11:59:59 PM,"(30.0445330181325, -89.9854614762376)",3707277.44,564195.48
2819 Painters St Apt A,2819 Painters St Apt A,Commercial STR,3,6,06/05/2020 11:59:59 PM,"(29.987733013811, -90.0501250913301)",3687051.14,543305.88
2420 Adams St,2420 Adams St,Accessory STR,2,4,08/22/2019 08:10:32 AM,"(29.9539375391942, -90.1169884353947)",3666015.87,530785.66
1207 Carondelet St Unit D,1207 Carondelet St Unit D,Commercial STR,1,2,09/03/2020 11:59:59 PM,"(29.9419565682991, -90.07530952735)",3679261.73,526571.44
6000 Wickfield Dr,6000 Wickfield Dr,Temporary STR,2,4,06/12/2020 11:59:59 PM,"(30.0190085486905, -90.0690940187942)",3680921.02,554612.15
822 Howard Ave 401,822 Howard Ave 401,Commercial STR,2,4,07/30/2020 11:59:59 PM,"(29.9441267002028, -90.0743605429006)",3679553.6,527363.88
4027 Delgado Dr,4027 Delgado Dr,Accessory STR,,,07/17/2020 11:59:59 PM,"(29.9816651597352, -90.0919665912653)",3673830.05,540953.46
1734 Henriette Delille St Apt C,1734 Henriette Delille St Apt C,Commercial STR,1,2,03/31/2020 11:59:59 PM,"(29.968096157635, -90.0624796744123)",3683219.48,536121.59
1926 St Claude Ave,1926 St Claude Ave,Accessory STR,1,2,05/22/2020 02:06:22 PM,"(29.9681019420473, -90.0597156640024)",3684094.58,536133.41
1121 Port St,1121 Port St,Accessory STR,3,6,05/14/2020 11:59:59 PM,"(29.9693852204341, -90.0489257835794)",3687505.57,536638.19
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518805020734, -90.0714859649974)",3680432.9,530193.46
2634 S Derbigny St,2634 S Derbigny St,Commercial STR,4,8,07/21/2020 11:59:59 PM,"(29.9438904325414, -90.0942628480433)",3673251.66,527209.26
900 Bartholomew St Unit 212,900 Bartholomew St Unit 212,Commercial STR,1,2,06/05/2020 11:59:59 PM,"(29.9637418459315, -90.0362952485163)",3691527.74,534631.1
1023 Washington Ave,1023 Washington Ave,Accessory STR,3,6,08/05/2020 11:59:59 PM,"(29.9258890973541, -90.0819633552986)",3677218.29,520705.65
2648 Governor Nicholls St,2648 Governor Nicholls St,Commercial STR,3,6,05/22/2020 11:59:59 PM,"(29.9742145952234, -90.0791504738541)",3677916.92,538288.33
835 Canal St Apt. C,835 Canal St Apt. C,Commercial STR,2,4,02/04/2020 11:59:59 PM,"(29.9545334550886, -90.0703942985052)",3680767.96,531161.98
3318 Canal St,3318 Canal St,Commercial STR,2,4,02/24/2020 11:59:59 PM,"(29.9693045940513, -90.0935855980113)",3673366.15,536453.13
4017 Tchoupitoulas Street,4017 Tchoupitoulas Street,Commercial STR,2,4,05/07/2020 11:59:59 PM,"(29.9175816630658, -90.0970127562566)",3672484.01,517633.02
1234 Carondelet St 1236 Carondelet,1234 Carondelet St 1236 Carondelet,Commercial STR,2,4,08/27/2019 04:16:47 PM,"(29.9413221218362, -90.0754942230584)",3679205.77,526340.09
3100 Gravier St Apt. A,3100 Gravier St Apt. A,Commercial STR,2,4,05/06/2020 11:59:59 PM,"(29.9627554690048, -90.0964136696238)",3672496.46,534061.94
1562 Magazine St Unit B,1562 Magazine St Unit B,Commercial STR,5,10,05/03/2020 11:45:32 AM,"(29.9329362278078, -90.0726601129555)",3680136.88,523300.54
2526 Chartres St,2526 Chartres St,Accessory STR,1,2,05/28/2020 11:59:59 PM,"(29.9637791982915, -90.0521373884225)",3686511.54,534588.25
1421 Chartres St #6,1421 Chartres St #6,Accessory STR,2,2,04/18/2020 11:59:59 PM,"(29.9633738121953, -90.0588086091928)",3684400.89,534417.28
709 Jackson Ave Apt 303,709 Jackson Ave Apt 303,Commercial STR,,,05/22/2020 11:59:59 PM,"(29.9267625477092, -90.0740207321217)",3679730.61,521050.83
621 Desire St,621 Desire St,Accessory STR,1,2,01/07/2020 11:59:59 PM,"(29.9621530108794, -90.0417619764514)",3689803.34,534033.79
2228 Gravier St Apt 301,2228 Gravier St Apt 301,Commercial STR,,,06/12/2020 11:59:59 PM,"(29.9582914329079, -90.0867608082434)",3675570.52,532471.77
3210 Desaix Blvd,3210 Desaix Blvd,Accessory STR,2,4,12/19/2019 11:59:59 PM,"(29.9884342196767, -90.078159232231)",3678174.1,543462.57
710 Octavia St,710 Octavia St,Accessory STR,2,4,05/30/2020 11:59:59 PM,"(29.9203935994188, -90.1163701679677)",3666341.2,518589.9
711 S Peters St Apt 206,711 S Peters St Apt 206,Choose a License Type,4,4,08/13/2020 11:59:59 PM,"(29.9458731687105, -90.0660962345299)",3682163.8,528027.81
"2619 Marais St, 2619 Marais St","2619 Marais St, 2619 Marais St",Commercial STR,2,4,09/30/2020 08:37:06 AM,"(29.9698604613931, -90.0493189606003)",3687379.15,536809.61
,,Commercial STR,3,6,02/08/2020 02:52:41 PM,"(29.9380449870964, -90.0782887136095)",3678333.81,525138.7
1041 Constance St Apt 306,1041 Constance St Apt 306,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.9415141862463, -90.0694997241712)",3681103.45115,526430.82137
4011 Dauphine St,4011 Dauphine St,Commercial STR,3,6,08/27/2020 01:02:34 PM,"(29.9624577317904, -90.0359855049886)",3691631.1,534165.26
